,informant,start,end,filename,corpus,text,gender,age
Sib_03-m_30.95_33.11,Sib_03-m,30.95,33.11,./trimmed/Sib_03-m_30.95_33.11.wav,standart,"Ну ∙∙ в принципе ∙∙ нормальная работа была!,",m,19
Sib_03-m_33.11_34.38,Sib_03-m,33.11,34.38,./trimmed/Sib_03-m_33.11_34.38.wav,standart,∙∙∙ интересная!,m,19
Sib_03-m_34.38_38.36,Sib_03-m,34.38,38.36,./trimmed/Sib_03-m_34.38_38.36.wav,standart,"∙∙∙∙ И после этого ∙∙ пришлось заканчивать одиннадцать классов,",m,19
Sib_03-m_38.36_39.97,Sib_03-m,38.36,39.97,./trimmed/Sib_03-m_38.36_39.97.wav,standart,"чтоб поступить в университет,",m,19
Sib_03-m_39.97_42.36,Sib_03-m,39.97,42.36,./trimmed/Sib_03-m_39.97_42.36.wav,standart,"∙∙∙∙ поступил в университет,",m,19
Sib_03-m_42.36_44.69,Sib_03-m,42.36,44.69,./trimmed/Sib_03-m_42.36_44.69.wav,standart,"∙∙∙ сейчас-с закончил первый курс,",m,19
Sib_03-m_44.69_46.76,Sib_03-m,44.69,46.76,./trimmed/Sib_03-m_44.69_46.76.wav,standart,"∙∙∙∙ закрыл сессию,",m,19
Sib_03-m_46.76_48.01,Sib_03-m,46.76,48.01,./trimmed/Sib_03-m_46.76_48.01.wav,standart,"∙∙∙ кое-как,",m,19
Sib_03-m_48.01_49.44,Sib_03-m,48.01,49.44,./trimmed/Sib_03-m_48.01_49.44.wav,standart,∙∙∙ всё-о...,m,19
Sib_03-m_49.44_53.31,Sib_03-m,49.44,53.31,./trimmed/Sib_03-m_49.44_53.31.wav,standart,"{СМЕХ} ∙∙∙ Лето ‖ лет= ‖ лето как бы о-отдыхал,,,",m,19
Sib_03-m_53.31_54.07,Sib_03-m,53.31,54.07,./trimmed/Sib_03-m_53.31_54.07.wav,standart,"не работал,,,",m,19
Sib_03-m_54.07_54.97,Sib_03-m,54.07,54.97,./trimmed/Sib_03-m_54.07_54.97.wav,standart,"ничего не делал,,,",m,19
Sib_03-m_54.97_56.64,Sib_03-m,54.97,56.64,./trimmed/Sib_03-m_54.97_56.64.wav,standart,∙∙∙ и вот сейчас ∙∙∙ всё,m,19
Sib_03-m_56.64_57.71,Sib_03-m,56.64,57.71,./trimmed/Sib_03-m_56.64_57.71.wav,standart,"лето заканчивается,,,",m,19
Sib_03-m_57.71_58.91,Sib_03-m,57.71,58.91,./trimmed/Sib_03-m_57.71_58.91.wav,standart,"∙∙ надо идти на работу,,,",m,19
Sib_03-m_58.91_61.06,Sib_03-m,58.91,61.06,./trimmed/Sib_03-m_58.91_61.06.wav,standart,"∙∙∙∙ Долго конечно искал её,",m,19
Sib_03-m_61.06_61.81,Sib_03-m,61.06,61.81,./trimmed/Sib_03-m_61.06_61.81.wav,standart,но нормально...,m,19
Sib_03-m_61.81_67.45,Sib_03-m,61.81,67.45,./trimmed/Sib_03-m_61.81_67.45.wav,standart,∙∙∙∙ ’’ ∙∙∙∙ Чего ещё-то?,m,19
Sib_03-m_71.6_71.98,Sib_03-m,71.6,71.98,./trimmed/Sib_03-m_71.6_71.98.wav,standart,[Так.],m,19
Sib_03-m_71.98_72.51,Sib_03-m,71.98,72.51,./trimmed/Sib_03-m_71.98_72.51.wav,standart,∙∙ О ра[боте ещё?],m,19
Sib_03-m_73.41_76.97,Sib_03-m,73.41,76.97,./trimmed/Sib_03-m_73.41_76.97.wav,standart,"∙∙∙ <Ну нашёл | Н-нашёл> работу ∙∙ эээ ∙∙ бильярдистом,",m,19
Sib_03-m_76.97_78.71,Sib_03-m,76.97,78.71,./trimmed/Sib_03-m_76.97_78.71.wav,standart,"то есть смотреть з= ‖ за столами,,,",m,19
Sib_03-m_78.71_79.77,Sib_03-m,78.71,79.77,./trimmed/Sib_03-m_78.71_79.77.wav,standart,∙∙∙ смотреть,m,19
Sib_03-m_79.77_81.09,Sib_03-m,79.77,81.09,./trimmed/Sib_03-m_79.77_81.09.wav,standart,"чтобы правила не нарушали,,,",m,19
Sib_03-m_81.09_82.93,Sib_03-m,81.09,82.93,./trimmed/Sib_03-m_81.09_82.93.wav,standart,"∙∙∙∙ вот,",m,19
Sib_03-m_82.93_85.15,Sib_03-m,82.93,85.15,./trimmed/Sib_03-m_82.93_85.15.wav,standart,сам хочу научиться кайфово в бильярд играть...,m,19
Sib_03-m_85.15_86.51,Sib_03-m,85.15,86.51,./trimmed/Sib_03-m_85.15_86.51.wav,standart,"∙∙ В принципе нормально играю,",m,19
Sib_03-m_86.51_87.81,Sib_03-m,86.51,87.81,./trimmed/Sib_03-m_86.51_87.81.wav,standart,"∙∙∙ но ещё лучше,",m,19
Sib_03-m_87.81_89.16,Sib_03-m,87.81,89.16,./trimmed/Sib_03-m_87.81_89.16.wav,standart,"чтобы было нормально,",m,19
Sib_03-m_89.16_90.63,Sib_03-m,89.16,90.63,./trimmed/Sib_03-m_89.16_90.63.wav,standart,"∙∙∙ н-ну и как,",m,19
Sib_03-m_90.63_93.03,Sib_03-m,90.63,93.03,./trimmed/Sib_03-m_90.63_93.03.wav,standart,"∙∙∙∙ ночная работа,,,",m,19
Sib_03-m_93.03_96.11,Sib_03-m,93.03,96.11,./trimmed/Sib_03-m_93.03_96.11.wav,standart,∙∙∙∙ тоже же хорошо...,m,19
Sib_04-m_0.0_3.55,Sib_04-m,0.0,3.55,./trimmed/Sib_04-m_0.0_3.55.wav,standart,"∙∙ Ну сегодня на работе ∙∙ мужики ∙∙ ругались на меня,",m,20
Sib_04-m_3.55_3.99,Sib_04-m,3.55,3.99,./trimmed/Sib_04-m_3.55_3.99.wav,standart,что типа:,m,20
Sib_04-m_3.99_5.13,Sib_04-m,3.99,5.13,./trimmed/Sib_04-m_3.99_5.13.wav,standart,"«Всего год отработал,",m,20
Sib_04-m_5.13_6.5,Sib_04-m,5.13,6.5,./trimmed/Sib_04-m_5.13_6.5.wav,standart,"∙∙ а уже четвёртый разряд,",m,20
Sib_04-m_6.5_7.6,Sib_04-m,6.5,7.6,./trimmed/Sib_04-m_6.5_7.6.wav,standart,"∙∙ пришёл со вторым,",m,20
Sib_04-m_7.6_9.17,Sib_04-m,7.6,9.17,./trimmed/Sib_04-m_7.6_9.17.wav,standart,за один год четвёртый разряд получил.»,m,20
Sib_04-m_9.17_11.48,Sib_04-m,9.17,11.48,./trimmed/Sib_04-m_9.17_11.48.wav,standart,"∙∙ Они работают ∙∙∙ по нескольку лет,",m,20
Sib_04-m_11.48_12.98,Sib_04-m,11.48,12.98,./trimmed/Sib_04-m_11.48_12.98.wav,standart,и-и у всех по четвёртому разряду.,m,20
Sib_04-m_12.98_14.73,Sib_04-m,12.98,14.73,./trimmed/Sib_04-m_12.98_14.73.wav,standart,"∙∙ Лет по семь по десять <работают | работы>,,,",m,20
Sib_04-m_14.73_15.42,Sib_04-m,14.73,15.42,./trimmed/Sib_04-m_14.73_15.42.wav,standart,<кто | а то> и больше.,m,20
Sib_04-m_15.42_16.87,Sib_04-m,15.42,16.87,./trimmed/Sib_04-m_15.42_16.87.wav,standart,"∙∙∙ Ну и всё-о,",m,20
Sib_04-m_16.87_17.76,Sib_04-m,16.87,17.76,./trimmed/Sib_04-m_16.87_17.76.wav,standart,"∙∙ рабо-отал я сегодня,",m,20
Sib_04-m_17.76_18.96,Sib_04-m,17.76,18.96,./trimmed/Sib_04-m_17.76_18.96.wav,standart,приходит ко мне технолог.,m,20
Sib_04-m_18.96_21.64,Sib_04-m,18.96,21.64,./trimmed/Sib_04-m_18.96_21.64.wav,standart,∙∙∙ Попросил-л ∙∙∙ выточить ему деталь.,m,20
Sib_04-m_21.64_23.14,Sib_04-m,21.64,23.14,./trimmed/Sib_04-m_21.64_23.14.wav,standart,"∙∙∙ Выточил я ему деталь,",m,20
Sib_04-m_23.14_23.93,Sib_04-m,23.14,23.93,./trimmed/Sib_04-m_23.14_23.93.wav,standart,"∙∙ он ушёл,",m,20
Sib_04-m_23.93_25.7,Sib_04-m,23.93,25.7,./trimmed/Sib_04-m_23.93_25.7.wav,standart,"∙∙ прибежал ещё с одной деталью,",m,20
Sib_04-m_25.7_26.08,Sib_04-m,25.7,26.08,./trimmed/Sib_04-m_25.7_26.08.wav,standart,∙∙ говорит,m,20
Sib_04-m_26.08_26.9,Sib_04-m,26.08,26.9,./trimmed/Sib_04-m_26.08_26.9.wav,standart,«Выточи её тоже¡».,m,20
Sib_04-m_26.9_28.82,Sib_04-m,26.9,28.82,./trimmed/Sib_04-m_26.9_28.82.wav,standart,∙∙∙ Ну-у и спрашивает:,m,20
Sib_04-m_28.82_30.05,Sib_04-m,28.82,30.05,./trimmed/Sib_04-m_28.82_30.05.wav,standart,"∙∙ «Какой у тебя разряд?»,,,",m,20
Sib_04-m_30.05_31.08,Sib_04-m,30.05,31.08,./trimmed/Sib_04-m_30.05_31.08.wav,standart,{СМЕХ} я говорю:,m,20
Sib_04-m_31.08_31.72,Sib_04-m,31.08,31.72,./trimmed/Sib_04-m_31.08_31.72.wav,standart,"«Четвёртый.»,",m,20
Sib_04-m_31.72_31.85,Sib_04-m,31.72,31.85,./trimmed/Sib_04-m_31.72_31.85.wav,standart,тот,m,20
Sib_04-m_31.85_32.72,Sib_04-m,31.85,32.72,./trimmed/Sib_04-m_31.85_32.72.wav,standart,"«Сколько работаешь?»,,,",m,20
Sib_04-m_32.72_33.3,Sib_04-m,32.72,33.3,./trimmed/Sib_04-m_32.72_33.3.wav,standart,∙∙ я говорю,m,20
Sib_04-m_33.3_34.1,Sib_04-m,33.3,34.1,./trimmed/Sib_04-m_33.3_34.1.wav,standart,«Год работаю.»,m,20
Sib_04-m_34.1_35.67,Sib_04-m,34.1,35.67,./trimmed/Sib_04-m_34.1_35.67.wav,standart,"∙∙ Типа «Мне там просто мужики,",m,20
Sib_04-m_35.67_36.25,Sib_04-m,35.67,36.25,./trimmed/Sib_04-m_35.67_36.25.wav,standart,"порекомендовали,",m,20
Sib_04-m_36.25_37.18,Sib_04-m,36.25,37.18,./trimmed/Sib_04-m_36.25_37.18.wav,standart,"что типа опытный,",m,20
Sib_04-m_37.18_37.82,Sib_04-m,37.18,37.82,./trimmed/Sib_04-m_37.18_37.82.wav,standart,"фрезеровщик.»,",m,20
Sib_04-m_37.82_39.54,Sib_04-m,37.82,39.54,./trimmed/Sib_04-m_37.82_39.54.wav,standart,"∙∙∙ ну и типа «Это говорит,",m,20
Sib_04-m_39.54_41.41,Sib_04-m,39.54,41.41,./trimmed/Sib_04-m_39.54_41.41.wav,standart,а у вас есть кто-нибудь с пятым разрядом фрезеровщики?»,m,20
Sib_04-m_41.41_41.7,Sib_04-m,41.41,41.7,./trimmed/Sib_04-m_41.41_41.7.wav,standart,"Я говорю,",m,20
Sib_04-m_41.7_42.11,Sib_04-m,41.7,42.11,./trimmed/Sib_04-m_41.7_42.11.wav,standart,«Нету.»,m,20
Sib_04-m_42.11_43.35,Sib_04-m,42.11,43.35,./trimmed/Sib_04-m_42.11_43.35.wav,standart,"∙∙∙ Типа «Ну говорю,",m,20
Sib_04-m_43.35_43.91,Sib_04-m,43.35,43.91,./trimmed/Sib_04-m_43.35_43.91.wav,standart,"«был один,",m,20
Sib_04-m_43.91_44.76,Sib_04-m,43.91,44.76,./trimmed/Sib_04-m_43.91_44.76.wav,standart,∙∙ Иваныч до этого.,m,20
Sib_04-m_44.76_45.52,Sib_04-m,44.76,45.52,./trimmed/Sib_04-m_44.76_45.52.wav,standart,"∙∙ Работал говорю,",m,20
Sib_04-m_45.52_46.46,Sib_04-m,45.52,46.46,./trimmed/Sib_04-m_45.52_46.46.wav,standart,"уволили за пьянку.»,",m,20
Sib_04-m_46.46_46.65,Sib_04-m,46.46,46.65,./trimmed/Sib_04-m_46.46_46.65.wav,standart,∙∙ тот:,m,20
Sib_04-m_46.65_47.17,Sib_04-m,46.65,47.17,./trimmed/Sib_04-m_46.65_47.17.wav,standart,"«Ну понятно,",m,20
Sib_04-m_47.17_48.3,Sib_04-m,47.17,48.3,./trimmed/Sib_04-m_47.17_48.3.wav,standart,типа свободная ставка.»,m,20
Sib_04-m_48.3_50.51,Sib_04-m,48.3,50.51,./trimmed/Sib_04-m_48.3_50.51.wav,standart,"∙∙∙∙ Ну типа «Это говорит,",m,20
Sib_04-m_50.51_50.73,Sib_04-m,50.51,50.73,./trimmed/Sib_04-m_50.51_50.73.wav,standart,"выйди¡,,,",m,20
Sib_04-m_50.73_51.48,Sib_04-m,50.73,51.48,./trimmed/Sib_04-m_50.73_51.48.wav,standart,"там одна женщина,,,",m,20
Sib_04-m_51.48_52.39,Sib_04-m,51.48,52.39,./trimmed/Sib_04-m_51.48_52.39.wav,standart,"я с ней поговорю говорит,",m,20
Sib_04-m_52.39_54.26,Sib_04-m,52.39,54.26,./trimmed/Sib_04-m_52.39_54.26.wav,standart,разряд тебе на свободную ставку типа дадим.»...,m,20
Sib_04-m_54.26_56.27,Sib_04-m,54.26,56.27,./trimmed/Sib_04-m_54.26_56.27.wav,standart,"∙∙∙∙ Всё-о,",m,20
Sib_04-m_56.27_57.56,Sib_04-m,56.27,57.56,./trimmed/Sib_04-m_56.27_57.56.wav,standart,"∙∙ мужики опять прибежали,",m,20
Sib_04-m_57.56_58.81,Sib_04-m,57.56,58.81,./trimmed/Sib_04-m_57.56_58.81.wav,standart,"«Ты говорит вообще здесь охренел!,,,",m,20
Sib_04-m_58.81_60.78,Sib_04-m,58.81,60.78,./trimmed/Sib_04-m_58.81_60.78.wav,standart,∙∙ {СМЕХ} говорит Прёт у тебя всё!»,m,20
Sib_04-m_62.5_64.099,Sib_04-m,62.5,64.099,./trimmed/Sib_04-m_62.5_64.099.wav,standart,∙∙∙ На ЛВРЗ!,m,20
Sib_04-m_65.349_67.35,Sib_04-m,65.349,67.35,./trimmed/Sib_04-m_65.349_67.35.wav,standart,"∙∙∙∙ Фрезеровщиком,",m,20
Sib_04-m_67.35_68.25,Sib_04-m,67.35,68.25,./trimmed/Sib_04-m_67.35_68.25.wav,standart,"работал слесарем,,,",m,20
Sib_04-m_68.25_69.06,Sib_04-m,68.25,69.06,./trimmed/Sib_04-m_68.25_69.06.wav,standart,"∙∙ перевели сейчас,",m,20
Sib_04-m_69.06_70.18,Sib_04-m,69.06,70.18,./trimmed/Sib_04-m_69.06_70.18.wav,standart,"ставка свободная появилась,",m,20
Sib_04-m_70.18_70.67,Sib_04-m,70.18,70.67,./trimmed/Sib_04-m_70.18_70.67.wav,standart,"фрезеровщика,",m,20
Sib_04-m_70.67_71.91,Sib_04-m,70.67,71.91,./trimmed/Sib_04-m_70.67_71.91.wav,standart,"меня поставили фрезеровщиком,,,",m,20
Sib_04-m_71.91_72.9,Sib_04-m,71.91,72.9,./trimmed/Sib_04-m_71.91_72.9.wav,standart,∙∙∙ работать.,m,20
Sib_04-m_72.9_74.45,Sib_04-m,72.9,74.45,./trimmed/Sib_04-m_72.9_74.45.wav,standart,∙∙∙∙ В[сё.],m,20
Sib_05-m_0.0_0.93,Sib_05-m,0.0,0.93,./trimmed/Sib_05-m_0.0_0.93.wav,standart,∙∙ Представляться не буду?,m,22
Sib_05-m_0.93_3.17,Sib_05-m,0.93,3.17,./trimmed/Sib_05-m_0.93_3.17.wav,standart,∙∙∙∙ Короче я Ксюшин брат.,m,22
Sib_05-m_3.17_4.47,Sib_05-m,3.17,4.47,./trimmed/Sib_05-m_3.17_4.47.wav,standart,"∙∙∙ Сейчас расскажу так,",m,22
Sib_05-m_4.47_4.6,Sib_05-m,4.47,4.6,./trimmed/Sib_05-m_4.47_4.6.wav,standart,как ==,m,22
Sib_05-m_4.6_5.43,Sib_05-m,4.6,5.43,./trimmed/Sib_05-m_4.6_5.43.wav,standart,"∙∙∙ то,",m,22
Sib_05-m_5.43_11.26,Sib_05-m,5.43,11.26,./trimmed/Sib_05-m_5.43_11.26.wav,standart,∙∙ как мы ездили ∙∙∙ с друзьями ∙∙ в это воскресенье ∙∙∙∙ за грибами.,m,22
Sib_05-m_11.26_18.92,Sib_05-m,11.26,18.92,./trimmed/Sib_05-m_11.26_18.92.wav,standart,"∙∙∙ Ну в общем ∙∙∙ с суббо-оты на воскресенье ∙∙∙ мы с моим другом Сашей ∙∙ очень ∙∙ плотненько погуляли,,,",m,22
Sib_05-m_18.92_20.08,Sib_05-m,18.92,20.08,./trimmed/Sib_05-m_18.92_20.08.wav,standart,∙∙∙ я думал:,m,22
Sib_05-m_20.08_21.24,Sib_05-m,20.08,21.24,./trimmed/Sib_05-m_20.08_21.24.wav,standart,«Высплюся в воскресенье!»,m,22
Sib_05-m_21.24_22.26,Sib_05-m,21.24,22.26,./trimmed/Sib_05-m_21.24_22.26.wav,standart,"∙∙∙ Но нет,",m,22
Sib_05-m_22.26_24.3,Sib_05-m,22.26,24.3,./trimmed/Sib_05-m_22.26_24.3.wav,standart,"∙∙ утром меня разбудили пол= ∙∙ =восьмого,",m,22
Sib_05-m_24.3_24.75,Sib_05-m,24.3,24.75,./trimmed/Sib_05-m_24.3_24.75.wav,standart,и сказали:,m,22
Sib_05-m_24.75_25.72,Sib_05-m,24.75,25.72,./trimmed/Sib_05-m_24.75_25.72.wav,standart,∙∙ «Поедем за грибами¡».,m,22
Sib_05-m_25.72_27.44,Sib_05-m,25.72,27.44,./trimmed/Sib_05-m_25.72_27.44.wav,standart,"∙∙ Я утром проснулся,",m,22
Sib_05-m_27.44_28.01,Sib_05-m,27.44,28.01,./trimmed/Sib_05-m_27.44_28.01.wav,standart,"∙∙ покушал,",m,22
Sib_05-m_28.01_29.05,Sib_05-m,28.01,29.05,./trimmed/Sib_05-m_28.01_29.05.wav,standart,"собрались уже ехать,",m,22
Sib_05-m_29.05_29.71,Sib_05-m,29.05,29.71,./trimmed/Sib_05-m_29.05_29.71.wav,standart,∙∙ я думаю,m,22
Sib_05-m_29.71_31.06,Sib_05-m,29.71,31.06,./trimmed/Sib_05-m_29.71_31.06.wav,standart,«Позво́ним моему другу Саше¡».,m,22
Sib_05-m_31.65_32.35,Sib_05-m,31.65,32.35,./trimmed/Sib_05-m_31.65_32.35.wav,standart,∙∙ Позвони́м.,m,22
Sib_05-m_32.35_33.89,Sib_05-m,32.35,33.89,./trimmed/Sib_05-m_32.35_33.89.wav,standart,"∙∙∙ Позвонили,,,",m,22
Sib_05-m_33.89_36.55,Sib_05-m,33.89,36.55,./trimmed/Sib_05-m_33.89_36.55.wav,standart,"∙∙∙∙ {ЧМОКАНЬЕ} ∙∙ заехали за ним,,,",m,22
Sib_05-m_36.55_38.58,Sib_05-m,36.55,38.58,./trimmed/Sib_05-m_36.55_38.58.wav,standart,"∙∙∙∙ купили всё что надо,",m,22
Sib_05-m_38.58_39.83,Sib_05-m,38.58,39.83,./trimmed/Sib_05-m_38.58_39.83.wav,standart,∙∙ поехали за грибами.,m,22
Sib_05-m_39.83_42.83,Sib_05-m,39.83,42.83,./trimmed/Sib_05-m_39.83_42.83.wav,standart,"∙∙∙ Поехали мы ∙∙ на одно такое место,",m,22
Sib_05-m_42.83_43.74,Sib_05-m,42.83,43.74,./trimmed/Sib_05-m_42.83_43.74.wav,standart,называется Ара= ==,m,22
Sib_05-m_43.74_45.56,Sib_05-m,43.74,45.56,./trimmed/Sib_05-m_43.74_45.56.wav,standart,∙∙∙∙ (Сейчас вспомню.),m,22
Sib_05-m_45.56_46.77,Sib_05-m,45.56,46.77,./trimmed/Sib_05-m_45.56_46.77.wav,standart,"∙∙ Гужиные озёра,",m,22
Sib_05-m_46.77_47.96,Sib_05-m,46.77,47.96,./trimmed/Sib_05-m_46.77_47.96.wav,standart,"∙∙ нам посоветовали,",m,22
Sib_05-m_47.96_49.06,Sib_05-m,47.96,49.06,./trimmed/Sib_05-m_47.96_49.06.wav,standart,"там очень много грибов,",m,22
Sib_05-m_49.06_50.15,Sib_05-m,49.06,50.15,./trimmed/Sib_05-m_49.06_50.15.wav,standart,"∙∙ очень красиво,",m,22
Sib_05-m_50.15_50.84,Sib_05-m,50.15,50.84,./trimmed/Sib_05-m_50.15_50.84.wav,standart,∙∙∙ и-и ==,m,22
Sib_05-m_50.84_53.12,Sib_05-m,50.84,53.12,./trimmed/Sib_05-m_50.84_53.12.wav,standart,ну в общем ∙∙∙ стоит туда съездить.,m,22
Sib_05-m_53.12_55.09,Sib_05-m,53.12,55.09,./trimmed/Sib_05-m_53.12_55.09.wav,standart,"∙∙∙ Ехали мы ехали,",m,22
Sib_05-m_55.09_57.17,Sib_05-m,55.09,57.17,./trimmed/Sib_05-m_55.09_57.17.wav,standart,∙∙ проехали там ∙∙ кило́метров девяносто!,m,22
Sib_05-m_57.17_59.95,Sib_05-m,57.17,59.95,./trimmed/Sib_05-m_57.17_59.95.wav,standart,"∙∙∙ Приехали на какие-то ∙∙ озёра-а,",m,22
Sib_05-m_59.95_61.43,Sib_05-m,59.95,61.43,./trimmed/Sib_05-m_59.95_61.43.wav,standart,"∙∙∙ заехали в лес,",m,22
Sib_05-m_61.43_64.87,Sib_05-m,61.43,64.87,./trimmed/Sib_05-m_61.43_64.87.wav,standart,∙∙∙ увидели там ∙∙∙ ну не очень интересную картину.,m,22
Sib_05-m_64.87_67.37,Sib_05-m,64.87,67.37,./trimmed/Sib_05-m_64.87_67.37.wav,standart,∙∙∙∙ Страшную даже можно сказать там:,m,22
Sib_05-m_67.37_68.73,Sib_05-m,67.37,68.73,./trimmed/Sib_05-m_67.37_68.73.wav,standart,"∙∙ горелый ле-ес,,,",m,22
Sib_05-m_68.73_69.81,Sib_05-m,68.73,69.81,./trimmed/Sib_05-m_68.73_69.81.wav,standart,"∙∙ бутылки,,,",m,22
Sib_05-m_69.81_70.99,Sib_05-m,69.81,70.99,./trimmed/Sib_05-m_69.81_70.99.wav,standart,∙∙ грибов мало.,m,22
Sib_05-m_70.99_74.59,Sib_05-m,70.99,74.59,./trimmed/Sib_05-m_70.99_74.59.wav,standart,"∙∙∙ Проехали наверное ∙∙ кило́метров пятнадцать по ле-есу,,,",m,22
Sib_05-m_74.59_77.09,Sib_05-m,74.59,77.09,./trimmed/Sib_05-m_74.59_77.09.wav,standart,∙∙∙∙ заехали в какую-то деревню...,m,22
Sib_05-m_77.09_79.4,Sib_05-m,77.09,79.4,./trimmed/Sib_05-m_77.09_79.4.wav,standart,"∙∙∙ Очень страшную деревню,",m,22
Sib_05-m_79.4_81.23,Sib_05-m,79.4,81.23,./trimmed/Sib_05-m_79.4_81.23.wav,standart,"не дай бог к= ‖ ∙∙ туда вам заехать если,",m,22
Sib_05-m_81.23_82.59,Sib_05-m,81.23,82.59,./trimmed/Sib_05-m_81.23_82.59.wav,standart,"∙∙ кто меня будет слышать,",m,22
Sib_05-m_82.59_84.44,Sib_05-m,82.59,84.44,./trimmed/Sib_05-m_82.59_84.44.wav,standart,∙∙∙ называется Додо-Гол.,m,22
Sib_05-m_84.44_87.33,Sib_05-m,84.44,87.33,./trimmed/Sib_05-m_84.44_87.33.wav,standart,∙∙∙∙ Потом ∙∙ помяли машину.,m,22
Sib_05-m_87.33_90.08,Sib_05-m,87.33,90.08,./trimmed/Sib_05-m_87.33_90.08.wav,standart,∙∙∙∙ Что ∙∙ прискорбно.,m,22
Sib_05-m_90.08_95.71,Sib_05-m,90.08,95.71,./trimmed/Sib_05-m_90.08_95.71.wav,standart,"∙∙∙∙ Ну после того ∙∙∙ мы ∙∙∙ уехали ∙∙ на наше старое место,",m,22
Sib_05-m_95.71_98.38,Sib_05-m,95.71,98.38,./trimmed/Sib_05-m_95.71_98.38.wav,standart,"∙∙∙ очень даже ∙∙ прекрасное,",m,22
Sib_05-m_98.38_100.56,Sib_05-m,98.38,100.56,./trimmed/Sib_05-m_98.38_100.56.wav,standart,"∙∙∙ (*К сожалению мы заблудилися,",m,22
Sib_05-m_100.56_103.79,Sib_05-m,100.56,103.79,./trimmed/Sib_05-m_100.56_103.79.wav,standart,"∙∙∙∙ и плутали по лесу наверно часа полтора,",m,22
Sib_05-m_103.79_103.99,Sib_05-m,103.79,103.99,./trimmed/Sib_05-m_103.79_103.99.wav,standart,да?,m,22
Sib_05-m_106.41_106.93,Sib_05-m,106.41,106.93,./trimmed/Sib_05-m_106.41_106.93.wav,standart,Н-да-а...,m,22
Sib_05-m_107.66_110.21,Sib_05-m,107.66,110.21,./trimmed/Sib_05-m_107.66_110.21.wav,standart,"[Н]амотали ∙∙ л-лишних наверно кило́метров семьдесят точно,",m,22
Sib_05-m_110.21_110.37,Sib_05-m,110.21,110.37,./trimmed/Sib_05-m_110.21_110.37.wav,standart,нь= ==,m,22
Sib_05-m_110.37_110.95,Sib_05-m,110.37,110.95,./trimmed/Sib_05-m_110.37_110.95.wav,standart,"ну не семьдесят,",m,22
Sib_05-m_110.95_111.5,Sib_05-m,110.95,111.5,./trimmed/Sib_05-m_110.95_111.5.wav,standart,пятьдесят.,m,22
Sib_05-m_111.5_113.36,Sib_05-m,111.5,113.36,./trimmed/Sib_05-m_111.5_113.36.wav,standart,∙∙∙ Сожгли бензину...,m,22
Sib_05-m_113.36_114.66,Sib_05-m,113.36,114.66,./trimmed/Sib_05-m_113.36_114.66.wav,standart,"∙∙∙ А ‖ а ‖ о кстати,",m,22
Sib_05-m_114.66_115.93,Sib_05-m,114.66,115.93,./trimmed/Sib_05-m_114.66_115.93.wav,standart,есть одна интересная история:,m,22
Sib_05-m_115.93_118.25,Sib_05-m,115.93,118.25,./trimmed/Sib_05-m_115.93_118.25.wav,standart,"∙∙ когда мы проезжали одну очень большую лужу,",m,22
Sib_05-m_118.25_119.65,Sib_05-m,118.25,119.65,./trimmed/Sib_05-m_118.25_119.65.wav,standart,"∙∙∙∙ (*Вообще,",m,22
Sib_05-m_119.65_120.73,Sib_05-m,119.65,120.73,./trimmed/Sib_05-m_119.65_120.73.wav,standart,"страшно мы её проезжали,",m,22
Sib_05-m_120.73_122.64,Sib_05-m,120.73,122.64,./trimmed/Sib_05-m_120.73_122.64.wav,standart,"мы проезжали где-то под сорок пять градусов,",m,22
Sib_05-m_122.64_123.66,Sib_05-m,122.64,123.66,./trimmed/Sib_05-m_122.64_123.66.wav,standart,"∙∙ на машине,",m,22
Sib_05-m_123.66_125.26,Sib_05-m,123.66,125.26,./trimmed/Sib_05-m_123.66_125.26.wav,standart,∙∙∙ и-и Александр —,m,22
Sib_05-m_125.26_125.92,Sib_05-m,125.26,125.92,./trimmed/Sib_05-m_125.26_125.92.wav,standart,"мой товарищ,",m,22
Sib_05-m_125.92_126.98,Sib_05-m,125.92,126.98,./trimmed/Sib_05-m_125.92_126.98.wav,standart,"— ∙∙ так испугался,",m,22
Sib_05-m_126.98_128.32,Sib_05-m,126.98,128.32,./trimmed/Sib_05-m_126.98_128.32.wav,standart,"что ∙∙ вцепился в руль,",m,22
Sib_05-m_128.32_130.78,Sib_05-m,128.32,130.78,./trimmed/Sib_05-m_128.32_130.78.wav,standart,"{СМЕХ} состряпал такое лицо,",m,22
Sib_05-m_130.78_131.02,Sib_05-m,130.78,131.02,./trimmed/Sib_05-m_130.78_131.02.wav,standart,и говорит,m,22
Sib_05-m_131.02_131.91,Sib_05-m,131.02,131.91,./trimmed/Sib_05-m_131.02_131.91.wav,standart,"«Никуда не едь¡»,",m,22
Sib_05-m_131.91_134.62,Sib_05-m,131.91,134.62,./trimmed/Sib_05-m_131.91_134.62.wav,standart,"{СМЕХ} вылез быстренько из машины,",m,22
Sib_05-m_134.62_135.21,Sib_05-m,134.62,135.21,./trimmed/Sib_05-m_134.62_135.21.wav,standart,и убежал!,m,22
Sib_05-m_135.21_138.7,Sib_05-m,135.21,138.7,./trimmed/Sib_05-m_135.21_138.7.wav,standart,"∙∙∙ {СМЕХ} Пришлось Коле одному перебираться через лужу,",m,22
